Date_Begin_GMT,Date_Begin_Local,ACTUAL_POOL_PRICE,ACTUAL_AIL,HOUR_AHEAD_POOL_PRICE_FORECAST,EXPORT_BC,EXPORT_MT,EXPORT_SK,IMPORT_BC,IMPORT_MT,IMPORT_SK
"2025-07-15T08:02:39.925Z","2025-07-15T08:02:39.925Z",15.86,9033,17.14,412,69,0,0,0,0
